date,day_idx,promo_flag,campaign_id,channel,spend,impressions,clicks,attributed_sessions,attributed_orders,attributed_revenue,attributed_margin,cac_proxy,cpc,ctr,cvr,roas,week
2025-07-04,0,1,C019,email,2521.59,65708,537,63.0,2.0,7134.4,2954.7900000000004,1260.795,4.695698324022347,0.008172520849820418,0.031746031746031744,2.829325941172038,2025-06-30
2025-07-04,0,1,C020,email,2449.63,71641,1060,70.0,1.0,706.97,230.45000000000005,2449.63,2.3109716981132076,0.01479599670579696,0.014285714285714285,0.28860276858137757,2025-06-30
2025-07-04,0,1,C021,email,2999.39,34106,115,13.0,0.0,0.0,0.0,,26.081652173913042,0.0033718407318360406,0.0,0.0,2025-06-30
2025-07-04,0,1,C022,email,1676.67,36910,347,37.0,1.0,9053.74,3350.49,1676.67,4.831902017291067,0.009401246274722297,0.02702702702702703,5.399834195160645,2025-06-30
2025-07-04,0,1,C023,email,3151.43,63606,869,93.0,6.0,54490.229999999996,23086.97,525.2383333333333,3.626501726121979,0.013662233122661384,0.06451612903225806,17.290636314308106,2025-06-30
2025-07-04,0,1,C024,email,2559.51,21483,90,6.0,0.0,0.0,0.0,,28.439000000000004,0.0041893590280687055,0.0,0.0,2025-06-30
2025-07-04,0,1,C025,referral,2108.72,7632,152,12.0,2.0,17343.82,7588.03,1054.36,13.87315789473684,0.019916142557651992,0.16666666666666666,8.224809363025912,2025-06-30
2025-07-04,0,1,C026,referral,4608.75,12497,234,23.0,1.0,1640.89,666.5700000000002,4608.75,19.69551282051282,0.018724493878530847,0.043478260869565216,0.35603797125033904,2025-06-30
2025-07-04,0,1,C027,referral,3130.66,13323,111,10.0,0.0,0.0,0.0,,28.20414414414414,0.008331456879081288,0.0,0.0,2025-06-30
2025-07-04,0,1,C028,referral,4889.2,8192,151,12.0,1.0,5709.27,1779.42,4889.2,32.378807947019865,0.0184326171875,0.08333333333333333,1.167730917123456,2025-06-30
2025-07-04,0,1,C029,referral,5003.78,19776,454,30.0,1.0,9624.32,4579.91,5003.78,11.021541850220263,0.022957119741100325,0.03333333333333333,1.9234099021140019,2025-06-30
2025-07-04,0,1,C030,referral,4174.81,15996,439,37.0,1.0,7794.35,3115.49,4174.81,9.50981776765376,0.027444361090272568,0.02702702702702703,1.8669951446892192,2025-06-30
2025-07-04,0,1,C031,referral,3150.68,23310,465,54.0,0.0,0.0,0.0,,6.775655913978494,0.019948519948519948,0.0,0.0,2025-06-30
2025-07-04,0,1,C032,referral,5144.19,13967,299,23.0,0.0,0.0,0.0,,17.204648829431438,0.0214076036371447,0.0,0.0,2025-06-30
2025-07-04,0,1,C033,organic,820.72,98803,1262,112.0,1.0,3124.47,1492.33,820.72,0.6503328050713154,0.012772891511391354,0.008928571428571428,3.8069865483965297,2025-06-30
2025-07-04,0,1,C034,organic,627.72,102417,1004,94.0,2.0,12420.11,4044.18,313.86,0.6252191235059761,0.009803060038860736,0.02127659574468085,19.786067036258203,2025-06-30
2025-07-04,0,1,C035,organic,648.87,90204,1131,123.0,1.0,6228.27,2283.0600000000004,648.87,0.5737135278514589,0.012538246640947187,0.008130081300813009,9.598640713856398,2025-06-30
2025-07-04,0,1,C036,organic,531.37,91096,1380,125.0,6.0,30974.690000000002,10666.289999999999,88.56166666666667,0.38505072463768114,0.015148853956265917,0.048,58.29213165967217,2025-06-30
2025-07-04,0,1,C037,organic,466.43,38100,465,33.0,0.0,0.0,0.0,,1.0030752688172042,0.012204724409448819,0.0,0.0,2025-06-30
2025-07-04,0,1,C038,organic,702.12,54089,430,29.0,1.0,1541.67,354.18000000000006,702.12,1.6328372093023256,0.007949860415241546,0.034482758620689655,2.1957357716629637,2025-06-30
2025-07-04,0,1,C039,organic,800.12,45782,491,53.0,2.0,13131.599999999999,5576.749999999999,400.06,1.629572301425662,0.010724738980385303,0.03773584905660377,16.412038194270856,2025-06-30
2025-07-04,0,1,C040,organic,783.16,100245,1109,127.0,1.0,5211.98,1694.1,783.16,0.7061857529305681,0.01106289590503267,0.007874015748031496,6.655064099290056,2025-06-30
2025-07-05,1,0,C001,search,18725.66,82930,3729,140.0,4.0,28815.41,11710.87,4681.415,5.0216304639313485,0.04496563366694803,0.02857142857142857,1.538819459501027,2025-06-30
2025-07-05,1,0,C002,search,14823.18,67464,1857,140.0,2.0,17034.72,6460.179999999999,7411.59,7.98232633279483,0.027525791533262185,0.014285714285714285,1.1491947072085746,2025-06-30
2025-07-05,1,0,C003,search,19366.86,76012,2179,140.0,4.0,19678.71,8816.039999999999,4841.715,8.887957778797613,0.02866652633794664,0.02857142857142857,1.0161022488932123,2025-06-30
2025-07-05,1,0,C004,search,22628.28,109849,4037,140.0,2.0,11689.099999999999,4774.759999999998,11314.14,5.605221699281644,0.03675044834272501,0.014285714285714285,0.5165704154270674,2025-06-30
2025-07-05,1,0,C005,search,20232.31,96005,2277,140.0,6.0,33227.12,13616.469999999998,3372.0516666666667,8.885511638120335,0.023717514712775375,0.04285714285714286,1.6422800955501373,2025-06-30
2025-07-05,1,0,C006,search,21437.63,93147,2628,140.0,7.0,54604.43,24886.42,3062.5185714285717,8.157393455098935,0.028213469032819093,0.05,2.5471299765878967,2025-06-30
2025-07-05,1,0,C007,search,18800.39,85473,2082,140.0,6.0,49414.54,20404.96,3133.398333333333,9.029966378482229,0.024358569372784387,0.04285714285714286,2.6283784538512234,2025-06-30
2025-07-05,1,0,C008,search,23661.83,113368,2794,140.0,3.0,11465.52,4799.82,7887.276666666668,8.46880100214746,0.0246454025827394,0.02142857142857143,0.4845576187471552,2025-06-30
2025-07-05,1,0,C009,paid_social,11001.04,66488,1452,100.0,1.0,8433.04,4047.2000000000007,11001.04,7.5764738292011025,0.021838527253038142,0.01,0.766567524524954,2025-06-30
2025-07-05,1,0,C010,paid_social,20528.62,101291,1933,140.0,2.0,5383.2,2057.11,10264.31,10.620082772891877,0.019083630332408605,0.014285714285714285,0.26222902464948933,2025-06-30
2025-07-05,1,0,C011,paid_social,12903.88,64711,1001,67.0,3.0,18153.75,6235.37,4301.293333333333,12.89098901098901,0.015468776560399314,0.04477611940298507,1.4068442979940918,2025-06-30
2025-07-05,1,0,C012,paid_social,18626.29,104961,1596,100.0,1.0,3909.59,1301.9900000000002,18626.29,11.67060776942356,0.015205647812044474,0.01,0.20989633469681832,2025-06-30
2025-07-05,1,0,C013,paid_social,14814.06,72445,1097,102.0,0.0,0.0,0.0,,13.50415679124886,0.015142521913175512,0.0,0.0,2025-06-30
2025-07-05,1,0,C014,paid_social,19539.6,107916,1359,97.0,1.0,7007.77,2735.8100000000004,19539.6,14.377924944812362,0.01259312798843545,0.010309278350515464,0.3586444963049398,2025-06-30
2025-07-05,1,0,C015,paid_social,19983.99,107239,1276,134.0,3.0,9668.810000000001,3412.9900000000007,6661.330000000001,15.661434169278998,0.0118986562724382,0.022388059701492536,0.48382780415722787,2025-06-30
2025-07-05,1,0,C016,paid_social,12750.49,73319,1368,105.0,0.0,0.0,0.0,,9.320533625730993,0.01865819228303714,0.0,0.0,2025-06-30
2025-07-05,1,0,C017,email,1544.0,24946,235,24.0,3.0,16842.98,6684.050000000001,514.6666666666666,6.5702127659574465,0.009420347951575403,0.125,10.908665803108809,2025-06-30
2025-07-05,1,0,C018,email,2302.8,48053,683,77.0,3.0,13512.220000000001,4650.650000000001,767.6,3.371595900439239,0.014213472623977692,0.03896103896103896,5.867734931387876,2025-06-30
2025-07-05,1,0,C019,email,2871.52,58222,830,90.0,1.0,10800.99,4615.419999999999,2871.52,3.4596626506024095,0.014255779602212222,0.011111111111111112,3.7614190393937705,2025-06-30
2025-07-05,1,0,C020,email,2582.6,53218,569,64.0,4.0,15898.529999999999,5709.67,645.65,4.53884007029877,0.010691871171408171,0.0625,6.156017191977077,2025-06-30
2025-07-05,1,0,C021,email,2756.24,36215,28,3.0,0.0,0.0,0.0,,98.43714285714285,0.0007731602926963965,0.0,0.0,2025-06-30
2025-07-05,1,0,C022,email,1916.77,18934,326,25.0,0.0,0.0,0.0,,5.8796625766871164,0.017217703601985844,0.0,0.0,2025-06-30
2025-07-05,1,0,C023,email,2412.33,34976,363,21.0,2.0,8453.58,3598.520000000001,1206.165,6.645537190082645,0.010378545288197621,0.09523809523809523,3.504321548046909,2025-06-30
2025-07-05,1,0,C024,email,1965.89,39866,603,55.0,1.0,5262.23,2508.2299999999996,1965.89,3.2601824212271975,0.015125670997842773,0.01818181818181818,2.6767672657167996,2025-06-30
2025-07-05,1,0,C025,referral,6063.21,6289,117,10.0,0.0,0.0,0.0,,51.822307692307696,0.018603911591667993,0.0,0.0,2025-06-30
2025-07-05,1,0,C026,referral,3536.8,12170,231,26.0,0.0,0.0,0.0,,15.310822510822511,0.018981101068200494,0.0,0.0,2025-06-30
2025-07-05,1,0,C027,referral,4352.49,11398,181,18.0,2.0,10218.59,4189.1900000000005,2176.245,24.046906077348066,0.01587997894367433,0.1111111111111111,2.347757260786355,2025-06-30
2025-07-05,1,0,C028,referral,2501.24,11001,158,15.0,1.0,11960.94,6010.530000000001,2501.24,15.830632911392403,0.014362330697209345,0.06666666666666667,4.782004125953527,2025-06-30
2025-07-05,1,0,C029,referral,5047.63,19928,247,25.0,0.0,0.0,0.0,,20.43574898785425,0.01239462063428342,0.0,0.0,2025-06-30
2025-07-05,1,0,C030,referral,2920.51,18510,216,15.0,0.0,0.0,0.0,,13.520879629629631,0.011669367909238249,0.0,0.0,2025-06-30
2025-07-05,1,0,C031,referral,3832.01,19824,449,33.0,0.0,0.0,0.0,,8.5345434298441,0.022649313962873285,0.0,0.0,2025-06-30
2025-07-05,1,0,C032,referral,4275.56,12949,258,25.0,0.0,0.0,0.0,,16.571937984496124,0.019924318480191522,0.0,0.0,2025-06-30
2025-07-05,1,0,C033,organic,550.98,90899,929,53.0,1.0,8099.5,3040.3199999999997,550.98,0.5930893433799785,0.010220134434922276,0.018867924528301886,14.700170605103633,2025-06-30
2025-07-05,1,0,C034,organic,549.66,46795,252,14.0,0.0,0.0,0.0,,2.181190476190476,0.005385190725504862,0.0,0.0,2025-06-30
2025-07-05,1,0,C035,organic,400.76,109745,1306,79.0,1.0,12931.88,4726.1,400.76,0.3068606431852986,0.01190031436511914,0.012658227848101266,32.26839005888811,2025-06-30
2025-07-05,1,0,C036,organic,388.1,69363,1125,88.0,1.0,6196.3,2773.28,388.1,0.34497777777777777,0.01621902166861295,0.011363636363636364,15.965730481834578,2025-06-30
2025-07-05,1,0,C037,organic,445.3,108205,881,55.0,1.0,6111.7,1976.71,445.3,0.5054483541430194,0.008141952774825562,0.01818181818181818,13.724904558724454,2025-06-30
2025-07-05,1,0,C038,organic,441.32,89650,1840,124.0,4.0,30259.35,12379.870000000003,110.33,0.2398478260869565,0.02052426101505856,0.03225806451612903,68.56555333998006,2025-06-30
2025-07-05,1,0,C039,organic,732.49,113209,860,92.0,1.0,1283.21,480.59000000000003,732.49,0.8517325581395349,0.007596569177362224,0.010869565217391304,1.7518464415896462,2025-06-30
2025-07-05,1,0,C040,organic,502.15,63368,744,74.0,2.0,2661.8100000000004,1070.92,251.075,0.6749327956989247,0.011740941800277743,0.02702702702702703,5.300826446280992,2025-06-30
2025-07-06,2,0,C001,search,24021.39,91426,1593,140.0,5.0,41203.56,19139.42,4804.278,15.079340866290018,0.017423927547962285,0.03571428571428571,1.7152862511286815,2025-06-30
2025-07-06,2,0,C002,search,17216.24,79582,1770,140.0,1.0,3353.42,1330.21,17216.24,9.726689265536724,0.0222412103239426,0.007142857142857143,0.1947823682755352,2025-06-30
2025-07-06,2,0,C003,search,23008.55,91232,1776,120.0,4.0,20123.74,8581.349999999999,5752.1375,12.955264639639639,0.019466853735531392,0.03333333333333333,0.8746200868807466,2025-06-30
2025-07-06,2,0,C004,search,13195.37,55685,2068,140.0,1.0,6791.53,3040.31,13195.37,6.380739845261123,0.03713746969560923,0.007142857142857143,0.5146903800348152,2025-06-30
2025-07-06,2,0,C005,search,19746.77,73290,1013,61.0,2.0,17808.18,6413.079999999999,9873.385,19.493356367226063,0.013821803793150497,0.03278688524590164,0.9018274887487928,2025-06-30
2025-07-06,2,0,C006,search,16205.35,62423,1015,59.0,2.0,17990.489999999998,8030.93,8102.675,15.965862068965517,0.016260032359867355,0.03389830508474576,1.1101574480032828,2025-06-30
2025-07-06,2,0,C007,search,28190.69,133808,3818,140.0,5.0,54503.22,20348.17,5638.138,7.3836275536930325,0.028533421021164653,0.03571428571428571,1.933376586383661,2025-06-30
2025-07-06,2,0,C008,search,22810.44,103043,2073,140.0,3.0,21029.4,9502.619999999999,7603.48,11.003589001447178,0.02011781489281174,0.02142857142857143,0.921919962964327,2025-06-30
2025-07-06,2,0,C009,paid_social,16625.89,99341,1203,98.0,0.0,0.0,0.0,,13.820357439733998,0.01210980360576197,0.0,0.0,2025-06-30
2025-07-06,2,0,C010,paid_social,12010.76,72627,1227,125.0,5.0,23749.54,7554.309999999999,2402.152,9.788720456397717,0.016894543351646082,0.04,1.9773553047434134,2025-06-30
2025-07-06,2,0,C011,paid_social,20691.43,100356,1790,140.0,1.0,1321.39,320.1100000000001,20691.43,11.55945810055866,0.017836502052692414,0.007142857142857143,0.06386170506340065,2025-06-30
2025-07-06,2,0,C012,paid_social,16426.37,94733,1150,67.0,0.0,0.0,0.0,,14.2838,0.01213938120823789,0.0,0.0,2025-06-30
2025-07-06,2,0,C013,paid_social,13151.93,67105,1390,113.0,1.0,2165.2,783.5199999999998,13151.93,9.461820143884893,0.02071380672081067,0.008849557522123894,0.1646298299945331,2025-06-30
2025-07-06,2,0,C014,paid_social,20649.5,99716,1848,140.0,2.0,16799.09,5314.51,10324.75,11.17397186147186,0.018532632676802118,0.014285714285714285,0.8135349524201555,2025-06-30
2025-07-06,2,0,C015,paid_social,13151.49,72720,921,62.0,1.0,7199.73,2586.4399999999996,13151.49,14.27957654723127,0.012665016501650165,0.016129032258064516,0.547445954792955,2025-06-30
2025-07-06,2,0,C016,paid_social,13489.11,79605,908,104.0,1.0,7611.29,2645.1000000000004,13489.11,14.855848017621145,0.011406318698574211,0.009615384615384616,0.5642544244950185,2025-06-30
2025-07-06,2,0,C017,email,1472.12,48104,805,55.0,4.0,25229.86,10521.46,368.03,1.8287204968944097,0.016734575087310827,0.07272727272727272,17.138453386952154,2025-06-30
2025-07-06,2,0,C018,email,2492.01,59344,877,76.0,3.0,14912.48,5619.33,830.6700000000001,2.8415165336374004,0.014778242113777299,0.039473684210526314,5.984117238694868,2025-06-30
2025-07-06,2,0,C019,email,3050.86,37885,559,62.0,0.0,0.0,0.0,,5.457710196779964,0.014755180150455325,0.0,0.0,2025-06-30
2025-07-06,2,0,C020,email,2857.14,30651,531,56.0,3.0,20518.87,6881.720000000001,952.38,5.380677966101695,0.0173240677302535,0.05357142857142857,7.181611681611682,2025-06-30
2025-07-06,2,0,C021,email,1350.11,18890,263,17.0,0.0,0.0,0.0,,5.133498098859315,0.013922710428798305,0.0,0.0,2025-06-30
2025-07-06,2,0,C022,email,2459.58,59619,727,82.0,3.0,19265.45,8626.9,819.86,3.383191196698762,0.012194099196564853,0.036585365853658534,7.832821050748502,2025-06-30
2025-07-06,2,0,C023,email,1544.24,33288,468,31.0,1.0,15783.92,6320.91,1544.24,3.29965811965812,0.014059120403749098,0.03225806451612903,10.221157333057038,2025-06-30
2025-07-06,2,0,C024,email,2482.46,49751,595,58.0,2.0,22310.61,9026.77,1241.23,4.172201680672269,0.011959558601837148,0.034482758620689655,8.987298889005261,2025-06-30
2025-07-06,2,0,C025,referral,4511.86,19966,204,16.0,0.0,0.0,0.0,,22.116960784313722,0.010217369528197937,0.0,0.0,2025-06-30
2025-07-06,2,0,C026,referral,3137.7,7916,143,12.0,0.0,0.0,0.0,,21.941958041958042,0.01806467913087418,0.0,0.0,2025-06-30
2025-07-06,2,0,C027,referral,3516.9,23870,341,34.0,1.0,3839.1,1690.02,3516.9,10.313489736070382,0.014285714285714285,0.029411764705882353,1.0916147743751599,2025-06-30
2025-07-06,2,0,C028,referral,3515.22,5250,103,7.0,0.0,0.0,0.0,,34.128349514563105,0.01961904761904762,0.0,0.0,2025-06-30
2025-07-06,2,0,C029,referral,2955.93,15684,300,19.0,0.0,0.0,0.0,,9.8531,0.019127773527161437,0.0,0.0,2025-06-30
2025-07-06,2,0,C030,referral,3976.51,23671,536,53.0,2.0,14521.13,6538.98,1988.255,7.418861940298508,0.02264374128680664,0.03773584905660377,3.651727268383582,2025-06-30
2025-07-06,2,0,C031,referral,3956.52,11852,291,22.0,0.0,0.0,0.0,,13.596288659793814,0.024552818089773876,0.0,0.0,2025-06-30
2025-07-06,2,0,C032,referral,3674.31,17073,396,27.0,0.0,0.0,0.0,,9.278560606060607,0.02319451765946231,0.0,0.0,2025-06-30
2025-07-06,2,0,C033,organic,520.44,86611,561,53.0,0.0,0.0,0.0,,0.9277005347593584,0.006477237302421171,0.0,0.0,2025-06-30
2025-07-06,2,0,C034,organic,492.31,102988,1021,77.0,0.0,0.0,0.0,,0.4821841332027424,0.009913776362294636,0.0,0.0,2025-06-30
2025-07-06,2,0,C035,organic,745.68,137073,1322,139.0,3.0,20495.489999999998,8779.51,248.55999999999997,0.564054462934947,0.00964449599848256,0.02158273381294964,27.48563727067911,2025-06-30
2025-07-06,2,0,C036,organic,490.84,54153,336,32.0,1.0,1788.25,439.48,490.84,1.4608333333333332,0.006204642402082987,0.03125,3.643244234373727,2025-06-30
2025-07-06,2,0,C037,organic,691.93,41504,308,18.0,0.0,0.0,0.0,,2.2465259740259738,0.007420971472629144,0.0,0.0,2025-06-30
2025-07-06,2,0,C038,organic,549.71,65185,1181,109.0,0.0,0.0,0.0,,0.46546147332768845,0.018117665107003144,0.0,0.0,2025-06-30
2025-07-06,2,0,C039,organic,521.75,121144,1270,88.0,0.0,0.0,0.0,,0.4108267716535433,0.010483391666116358,0.0,0.0,2025-06-30
2025-07-06,2,0,C040,organic,552.55,38700,518,49.0,0.0,0.0,0.0,,1.0666988416988417,0.013385012919896641,0.0,0.0,2025-06-30
2025-07-07,3,0,C001,search,25853.81,124590,4526,140.0,4.0,32134.239999999998,15140.3,6463.4525,5.712286787450288,0.0363271530620435,0.02857142857142857,1.242920869303209,2025-07-07
2025-07-07,3,0,C002,search,16420.04,65484,2127,140.0,4.0,30637.64,13260.02,4105.01,7.719811941701928,0.03248121678577973,0.02857142857142857,1.865868779856809,2025-07-07
2025-07-07,3,0,C003,search,11032.09,42654,1155,108.0,5.0,41590.979999999996,17514.909999999996,2206.418,9.551593073593073,0.02707835138556759,0.046296296296296294,3.7700000634512585,2025-07-07
2025-07-07,3,0,C004,search,21044.14,90484,2407,140.0,8.0,40022.12,17312.100000000002,2630.5175,8.74289156626506,0.02660138809071217,0.05714285714285714,1.9018177982089077,2025-07-07
2025-07-07,3,0,C005,search,12151.73,59031,1449,124.0,3.0,21031.79,10024.65,4050.5766666666664,8.386287094547964,0.02454642475987193,0.024193548387096774,1.7307650844776836,2025-07-07
2025-07-07,3,0,C006,search,11331.87,52651,1949,140.0,9.0,61532.71,26364.72,1259.0966666666668,5.8141970241149314,0.037017340601318116,0.06428571428571428,5.43005788100287,2025-07-07
2025-07-07,3,0,C007,search,15230.14,73078,1594,140.0,3.0,23039.660000000003,9557.080000000002,5076.713333333333,9.554667503136763,0.021812310134376966,0.02142857142857143,1.5127674466551198,2025-07-07
2025-07-07,3,0,C008,search,29033.45,135158,3276,140.0,2.0,21788.129999999997,9877.039999999999,14516.725,8.862469474969474,0.024238298879829534,0.014285714285714285,0.7504492232235576,2025-07-07
2025-07-07,3,0,C009,paid_social,20617.34,120758,2849,140.0,2.0,10449.77,3978.12,10308.67,7.236693576693577,0.023592639825104754,0.014285714285714285,0.5068437538499146,2025-07-07
2025-07-07,3,0,C010,paid_social,12858.96,69930,1219,122.0,0.0,0.0,0.0,,10.548777686628384,0.017431717431717432,0.0,0.0,2025-07-07
2025-07-07,3,0,C011,paid_social,8894.0,44687,917,55.0,0.0,0.0,0.0,,9.699018538713196,0.020520509320384003,0.0,0.0,2025-07-07
2025-07-07,3,0,C012,paid_social,22604.25,106248,2270,140.0,5.0,43172.55,18882.809999999998,4520.85,9.957819383259912,0.02136510804909269,0.03571428571428571,1.9099306546335315,2025-07-07
2025-07-07,3,0,C013,paid_social,11726.53,65299,1849,98.0,1.0,11754.79,4767.950000000001,11726.53,6.342093023255814,0.02831590070292041,0.01020408163265306,1.0024099200701315,2025-07-07
2025-07-07,3,0,C014,paid_social,11188.96,52902,1209,87.0,2.0,15110.16,6356.99,5594.48,9.254722911497105,0.022853578314619486,0.022988505747126436,1.3504525889805667,2025-07-07
2025-07-07,3,0,C015,paid_social,14498.63,85684,1527,82.0,3.0,32951.91,12168.470000000001,4832.876666666666,9.494846103470858,0.01782129685822324,0.036585365853658534,2.2727602538998517,2025-07-07
2025-07-07,3,0,C016,paid_social,15534.61,85204,2247,128.0,2.0,9300.8,3615.9000000000005,7767.305,6.913489096573209,0.02637200131449228,0.015625,0.5987147408270951,2025-07-07
2025-07-07,3,0,C017,email,2078.71,46293,887,50.0,3.0,18789.25,8453.189999999999,692.9033333333333,2.343528748590755,0.01916056423217333,0.06,9.038899124938062,2025-07-07
2025-07-07,3,0,C018,email,2477.32,19085,173,13.0,0.0,0.0,0.0,,14.319768786127169,0.009064710505632696,0.0,0.0,2025-07-07
2025-07-07,3,0,C019,email,2289.83,56904,624,39.0,4.0,24882.79,12465.45,572.4575,3.669599358974359,0.010965837199493884,0.10256410256410256,10.866653856399822,2025-07-07
2025-07-07,3,0,C020,email,1451.86,24684,380,26.0,2.0,5031.26,1706.1399999999999,725.93,3.8206842105263155,0.015394587587100956,0.07692307692307693,3.4653892248563913,2025-07-07
2025-07-07,3,0,C021,email,1465.87,18373,94,8.0,0.0,0.0,0.0,,15.594361702127658,0.005116203124149567,0.0,0.0,2025-07-07
2025-07-07,3,0,C022,email,2774.49,51818,548,51.0,2.0,13699.980000000001,6734.99,1387.245,5.0629379562043795,0.01057547570342352,0.0392156862745098,4.937837224138491,2025-07-07
2025-07-07,3,0,C023,email,1995.98,21063,148,15.0,1.0,4789.98,1720.3799999999997,1995.98,13.48635135135135,0.007026539429331054,0.06666666666666667,2.3998136253870275,2025-07-07
2025-07-07,3,0,C024,email,1576.14,50253,906,71.0,4.0,22924.06,9911.13,394.035,1.7396688741721855,0.018028774401528266,0.056338028169014086,14.544431332242059,2025-07-07
2025-07-07,3,0,C025,referral,3642.2,21729,613,42.0,1.0,7411.32,3571.12,3642.2,5.941598694942903,0.028211146394219705,0.023809523809523808,2.034847070451925,2025-07-07
2025-07-07,3,0,C026,referral,4399.55,13853,321,28.0,0.0,0.0,0.0,,13.70576323987539,0.02317187612791453,0.0,0.0,2025-07-07
2025-07-07,3,0,C027,referral,4133.39,19207,417,29.0,1.0,13673.93,6261.26,4133.39,9.912206235011991,0.02171083459155516,0.034482758620689655,3.3081635171130714,2025-07-07
2025-07-07,3,0,C028,referral,2842.76,14253,269,21.0,1.0,12726.18,6701.09,2842.76,10.567881040892194,0.01887321967305129,0.047619047619047616,4.476698701262153,2025-07-07
2025-07-07,3,0,C029,referral,4295.61,19889,498,27.0,2.0,7741.28,3120.24,2147.805,8.625722891566264,0.025038966262758307,0.07407407407407407,1.80213753110734,2025-07-07
2025-07-07,3,0,C030,referral,3211.06,21860,503,45.0,1.0,11333.64,3508.4799999999996,3211.06,6.383817097415507,0.02301006404391583,0.022222222222222223,3.5295634463385923,2025-07-07
2025-07-07,3,0,C031,referral,3111.38,13767,384,27.0,2.0,8143.5599999999995,3955.24,1555.69,8.102552083333334,0.027892787099585967,0.07407407407407407,2.617346643611516,2025-07-07
2025-07-07,3,0,C032,referral,3644.49,5058,103,11.0,0.0,0.0,0.0,,35.383398058252425,0.02036378015025702,0.0,0.0,2025-07-07
2025-07-07,3,0,C033,organic,545.66,101938,514,30.0,0.0,0.0,0.0,,1.0615953307392996,0.005042280601934509,0.0,0.0,2025-07-07
2025-07-07,3,0,C034,organic,470.92,33693,299,26.0,0.0,0.0,0.0,,1.5749832775919732,0.00887424687620574,0.0,0.0,2025-07-07
